DHB,Dose1,Dose2,Population,Date
Northland,141822,132427,161320,2021-12-16
Waitemata,499321,485175,526087,2021-12-16
Auckland,413563,402686,423958,2021-12-16
Counties Manukau,454442,436067,482773,2021-12-16
Waikato,332560,315815,357176,2021-12-16
Lakes,86129,80263,94419,2021-12-16
Bay of Plenty,201066,188024,216941,2021-12-16
Tairawhiti,37870,34786,41965,2021-12-16
Taranaki,94420,88874,102147,2021-12-16
Hawkes Bay,136560,127899,145571,2021-12-16
MidCentral,144080,136294,152302,2021-12-16
Whanganui,51559,48276,57247,2021-12-16
Capital and Coast,263299,255288,271174,2021-12-16
Hutt Valley,123877,118342,130239,2021-12-16
Wairarapa,39167,37127,41427,2021-12-16
Nelson Marlborough,128032,120986,135743,2021-12-16
West Coast,25374,23709,27906,2021-12-16
Canterbury,470503,451928,482890,2021-12-16
South Canterbury,49014,46810,52584,2021-12-16
Southern,276691,265095,288015,2021-12-16
Overseas / Unknown,2838,2641,17173,2021-12-16
New Zealand,3972187,3798512,4209057,2021-12-16
All DHBs to 90%,NA,NA,NA,2021-12-16
