DHB,Dose1,Dose2,Population,Date
Northland,144625,139664,161320,2022-01-28
Waitemata,506119,498839,526087,2022-01-28
Auckland,420573,414809,423958,2022-01-28
Counties Manukau,462350,452903,482773,2022-01-28
Waikato,338344,330011,357176,2022-01-28
Lakes,87822,85108,94419,2022-01-28
Bay of Plenty,205339,199658,216941,2022-01-28
Tairawhiti,38862,37446,41965,2022-01-28
Taranaki,96343,93951,102147,2022-01-28
Hawkes Bay,140023,136066,145571,2022-01-28
MidCentral,146457,143151,152302,2022-01-28
Whanganui,52491,51068,57247,2022-01-28
Capital and Coast,266745,263475,271174,2022-01-28
Hutt Valley,125729,123463,130239,2022-01-28
Wairarapa,39813,38906,41427,2022-01-28
Nelson Marlborough,130738,128010,135743,2022-01-28
West Coast,25854,25144,27906,2022-01-28
Canterbury,478061,470433,482890,2022-01-28
South Canterbury,49935,48987,52584,2022-01-28
Southern,280486,275657,288015,2022-01-28
Overseas / Unknown,2951,2825,17173,2022-01-28
New Zealand,4039660,3959574,4209057,2022-01-28
All DHBs to 90%,NA,NA,NA,2022-01-28
