DHB,Dose1,Dose2,Population,Date
Northland,128556,105631,161320,2021-11-02
Waitemata,481264,428451,526087,2021-11-02
Auckland,399426,361728,423958,2021-11-02
Counties Manukau,431303,376790,482773,2021-11-02
Waikato,311221,261839,357176,2021-11-02
Lakes,76643,63033,94419,2021-11-02
Bay of Plenty,181214,149431,216941,2021-11-02
Tairawhiti,33125,27017,41965,2021-11-02
Taranaki,86381,68720,102147,2021-11-02
Hawkes Bay,123666,104851,145571,2021-11-02
MidCentral,132067,111587,152302,2021-11-02
Whanganui,46340,39339,57247,2021-11-02
Capital and Coast,250511,220597,271174,2021-11-02
Hutt Valley,115093,98405,130239,2021-11-02
Wairarapa,35594,30372,41427,2021-11-02
Nelson Marlborough,118314,103969,135743,2021-11-02
West Coast,22945,18966,27906,2021-11-02
Canterbury,442737,363253,482890,2021-11-02
South Canterbury,45784,39780,52584,2021-11-02
Southern,260128,225777,288015,2021-11-02
Overseas / Unknown,2047,1690,17173,2021-11-02
Total,3724359,3201226,4209057,2021-11-02
