DHB,Dose1,Dose2,Population,Date
Northland,125110,99242,161320,2021-10-23
Waitemata,474237,399271,526087,2021-10-23
Auckland,394356,340978,423958,2021-10-23
Counties Manukau,422073,352246,482773,2021-10-23
Waikato,303212,242948,357176,2021-10-23
Lakes,74241,58047,94419,2021-10-23
Bay of Plenty,176661,134657,216941,2021-10-23
Tairawhiti,31882,25408,41965,2021-10-23
Taranaki,84042,62810,102147,2021-10-23
Hawkes Bay,120259,97891,145571,2021-10-23
MidCentral,128749,104271,152302,2021-10-23
Whanganui,45151,37379,57247,2021-10-23
Capital and Coast,247213,205103,271174,2021-10-23
Hutt Valley,112688,90348,130239,2021-10-23
Wairarapa,34777,28612,41427,2021-10-23
Nelson Marlborough,115274,99293,135743,2021-10-23
West Coast,21896,17459,27906,2021-10-23
Canterbury,426711,320705,482890,2021-10-23
South Canterbury,44237,36797,52584,2021-10-23
Southern,253136,211433,288015,2021-10-23
Overseas / Unknown,2032,1576,17173,2021-10-23
Total,3637937,2966474,4209057,2021-10-23
