DHB,Dose1,Dose2,Population,Date
Northland,129907,108668,161320,2021-11-05
Waitemata,482909,435139,526087,2021-11-05
Auckland,400479,366278,423958,2021-11-05
Counties Manukau,433242,382391,482773,2021-11-05
Waikato,313302,268235,357176,2021-11-05
Lakes,77180,64515,94419,2021-11-05
Bay of Plenty,182323,153099,216941,2021-11-05
Tairawhiti,33438,27529,41965,2021-11-05
Taranaki,87049,70974,102147,2021-11-05
Hawkes Bay,124478,106471,145571,2021-11-05
MidCentral,132922,113665,152302,2021-11-05
Whanganui,46784,40256,57247,2021-11-05
Capital and Coast,251431,224666,271174,2021-11-05
Hutt Valley,115606,100608,130239,2021-11-05
Wairarapa,35836,30908,41427,2021-11-05
Nelson Marlborough,118950,105163,135743,2021-11-05
West Coast,23119,19403,27906,2021-11-05
Canterbury,445643,373503,482890,2021-11-05
South Canterbury,46084,40424,52584,2021-11-05
Southern,261973,229645,288015,2021-11-05
Overseas / Unknown,2047,1720,17173,2021-11-05
Total,3744702,3263260,4209057,2021-11-05
