DHB,Dose1,Dose2,Population,Date
Northland,144132,138896,161320,2022-01-21
Waitemata,505110,497424,526087,2022-01-21
Auckland,419900,413873,423958,2022-01-21
Counties Manukau,461139,451175,482773,2022-01-21
Waikato,337331,328580,357176,2022-01-21
Lakes,87588,84658,94419,2022-01-21
Bay of Plenty,204613,198480,216941,2022-01-21
Tairawhiti,38681,37162,41965,2022-01-21
Taranaki,96006,93421,102147,2022-01-21
Hawkes Bay,139401,135163,145571,2022-01-21
MidCentral,146101,142545,152302,2022-01-21
Whanganui,52362,50843,57247,2022-01-21
Capital and Coast,266398,262868,271174,2022-01-21
Hutt Valley,125471,123087,130239,2022-01-21
Wairarapa,39732,38789,41427,2022-01-21
Nelson Marlborough,130348,127370,135743,2022-01-21
West Coast,25788,25028,27906,2022-01-21
Canterbury,476776,468643,482890,2022-01-21
South Canterbury,49785,48785,52584,2022-01-21
Southern,279880,274665,288015,2022-01-21
Overseas / Unknown,2944,2815,17173,2022-01-21
New Zealand,4029486,3944270,4209057,2022-01-21
All DHBs to 90%,NA,NA,NA,2022-01-21
