DHB,Dose1,Dose2,Population,Date
Northland,145313,140868,161320,2022-02-12
Waitemata,507188,500654,526087,2022-02-12
Auckland,421299,416114,423958,2022-02-12
Counties Manukau,463982,455666,482773,2022-02-12
Waikato,339560,332235,357176,2022-02-12
Lakes,88152,85808,94419,2022-02-12
Bay of Plenty,206136,201190,216941,2022-02-12
Tairawhiti,39046,37798,41965,2022-02-12
Taranaki,96694,94662,102147,2022-02-12
Hawkes Bay,140935,137559,145571,2022-02-12
MidCentral,147109,144219,152302,2022-02-12
Whanganui,52725,51494,57247,2022-02-12
Capital and Coast,267293,264493,271174,2022-02-12
Hutt Valley,126125,124158,130239,2022-02-12
Wairarapa,40015,39225,41427,2022-02-12
Nelson Marlborough,131154,128806,135743,2022-02-12
West Coast,25933,25308,27906,2022-02-12
Canterbury,479837,473196,482890,2022-02-12
South Canterbury,50115,49303,52584,2022-02-12
Southern,281232,277025,288015,2022-02-12
Overseas / Unknown,2952,2839,17173,2022-02-12
New Zealand,4052795,3982620,4209057,2022-02-12
All DHBs to 90%,NA,NA,NA,2022-02-12
