DHB,Dose1,Dose2,Population,Date
Northland,142733,135597,161320,2021-12-30
Waitemata,501130,490804,526087,2021-12-30
Auckland,415248,407022,423958,2021-12-30
Counties Manukau,456702,443133,482773,2021-12-30
Waikato,334201,322072,357176,2021-12-30
Lakes,86684,82565,94419,2021-12-30
Bay of Plenty,202333,193616,216941,2021-12-30
Tairawhiti,38187,36009,41965,2021-12-30
Taranaki,95035,91140,102147,2021-12-30
Hawkes Bay,137710,131676,145571,2021-12-30
MidCentral,144840,139548,152302,2021-12-30
Whanganui,51848,49614,57247,2021-12-30
Capital and Coast,264334,259126,271174,2021-12-30
Hutt Valley,124435,120784,130239,2021-12-30
Wairarapa,39351,37927,41427,2021-12-30
Nelson Marlborough,128769,124089,135743,2021-12-30
West Coast,25546,24424,27906,2021-12-30
Canterbury,472531,460151,482890,2021-12-30
South Canterbury,49301,47802,52584,2021-12-30
Southern,277900,270211,288015,2021-12-30
Overseas / Unknown,2825,2662,17173,2021-12-30
New Zealand,3991643,3869972,4209057,2021-12-30
All DHBs to 90%,NA,NA,NA,2021-12-30
