DHB,Dose1,Dose2,Population,Date
Northland,140551,129441,161320,2021-12-09
Waitemata,497518,480174,526087,2021-12-09
Auckland,411874,398894,423958,2021-12-09
Counties Manukau,451994,429859,482773,2021-12-09
Waikato,330631,310478,357176,2021-12-09
Lakes,85551,78459,94419,2021-12-09
Bay of Plenty,199774,183447,216941,2021-12-09
Tairawhiti,37503,33895,41965,2021-12-09
Taranaki,93748,87247,102147,2021-12-09
Hawkes Bay,135613,125257,145571,2021-12-09
MidCentral,143293,133505,152302,2021-12-09
Whanganui,51197,47155,57247,2021-12-09
Capital and Coast,262285,252282,271174,2021-12-09
Hutt Valley,123172,116321,130239,2021-12-09
Wairarapa,38980,36374,41427,2021-12-09
Nelson Marlborough,127218,118963,135743,2021-12-09
West Coast,25222,23216,27906,2021-12-09
Canterbury,468432,445660,482890,2021-12-09
South Canterbury,48751,46061,52584,2021-12-09
Southern,275448,261342,288015,2021-12-09
Overseas / Unknown,2831,2594,17173,2021-12-09
New Zealand,3951586,3740624,4209057,2021-12-09
All DHBs to 90%,NA,NA,NA,2021-12-09
