DHB,Dose1,Dose2,Population,Date
Northland,2554,100,10478,2022-03-17
Waitemata,3447,336,8520,2022-03-17
Auckland,1934,211,4322,2022-03-17
Counties Manukau,4345,330,13654,2022-03-17
Waikato,4417,295,14353,2022-03-17
Lakes,1621,100,5837,2022-03-17
Bay of Plenty,2519,163,9663,2022-03-17
Tairawhiti,1507,87,3586,2022-03-17
Taranaki,1201,87,3891,2022-03-17
Hawkes Bay,2213,153,7110,2022-03-17
MidCentral,1982,111,5415,2022-03-17
Whanganui,764,40,2707,2022-03-17
Capital and Coast,2308,236,4676,2022-03-17
Hutt Valley,1663,120,3674,2022-03-17
Wairarapa,458,58,1304,2022-03-17
Nelson Marlborough,939,64,2457,2022-03-17
West Coast,207,14,548,2022-03-17
Canterbury,3297,243,7502,2022-03-17
South Canterbury,312,21,788,2022-03-17
Southern,1972,120,4918,2022-03-17
Overseas / Unknown,10,5,159,2022-03-17
Total,39670,2889,115562,2022-03-17
