DHB,Dose1,Dose2,Population,Date
Northland,2751,624,10478,2022-04-25
Waitemata,3479,1216,8520,2022-04-25
Auckland,1964,768,4322,2022-04-25
Counties Manukau,4484,1151,13654,2022-04-25
Waikato,4520,1130,14353,2022-04-25
Lakes,1659,425,5837,2022-04-25
Bay of Plenty,2560,623,9663,2022-04-25
Tairawhiti,1602,429,3586,2022-04-25
Taranaki,1227,386,3891,2022-04-25
Hawkes Bay,2286,543,7110,2022-04-25
MidCentral,2036,627,5415,2022-04-25
Whanganui,781,219,2707,2022-04-25
Capital and Coast,2342,953,4676,2022-04-25
Hutt Valley,1691,559,3674,2022-04-25
Wairarapa,468,136,1304,2022-04-25
Nelson Marlborough,961,300,2457,2022-04-25
West Coast,215,75,548,2022-04-25
Canterbury,3347,1249,7502,2022-04-25
South Canterbury,331,79,788,2022-04-25
Southern,2020,751,4918,2022-04-25
Overseas / Unknown,10,5,159,2022-04-25
Total,40734,12246,115562,2022-04-25
