DHB,Dose1,Dose2,Population,Date
Northland,2631,301,10478,2022-03-25
Waitemata,3469,714,8520,2022-03-25
Auckland,1964,479,4322,2022-03-25
Counties Manukau,4404,638,13654,2022-03-25
Waikato,4440,653,14353,2022-03-25
Lakes,1643,266,5837,2022-03-25
Bay of Plenty,2539,371,9663,2022-03-25
Tairawhiti,1555,200,3586,2022-03-25
Taranaki,1208,232,3891,2022-03-25
Hawkes Bay,2256,298,7110,2022-03-25
MidCentral,2007,310,5415,2022-03-25
Whanganui,776,124,2707,2022-03-25
Capital and Coast,2322,594,4676,2022-03-25
Hutt Valley,1673,294,3674,2022-03-25
Wairarapa,461,86,1304,2022-03-25
Nelson Marlborough,942,185,2457,2022-03-25
West Coast,212,38,548,2022-03-25
Canterbury,3312,646,7502,2022-03-25
South Canterbury,324,51,788,2022-03-25
Southern,2001,331,4918,2022-03-25
Overseas / Unknown,10,5,159,2022-03-25
Total,40149,6812,115562,2022-03-25
