DHB,Dose1,Dose2,Population,Date
Northland,2073,10,10478,2022-02-25
Waitemata,3190,53,8520,2022-02-25
Auckland,1831,39,4322,2022-02-25
Counties Manukau,3873,106,13654,2022-02-25
Waikato,3888,39,14353,2022-02-25
Lakes,1358,15,5837,2022-02-25
Bay of Plenty,2136,27,9663,2022-02-25
Tairawhiti,1156,13,3586,2022-02-25
Taranaki,1060,8,3891,2022-02-25
Hawkes Bay,1730,23,7110,2022-02-25
MidCentral,1643,14,5415,2022-02-25
Whanganui,611,5,2707,2022-02-25
Capital and Coast,2144,24,4676,2022-02-25
Hutt Valley,1512,7,3674,2022-02-25
Wairarapa,392,22,1304,2022-02-25
Nelson Marlborough,837,9,2457,2022-02-25
West Coast,169,5,548,2022-02-25
Canterbury,2878,22,7502,2022-02-25
South Canterbury,267,5,788,2022-02-25
Southern,1773,6,4918,2022-02-25
Overseas / Unknown,9,5,159,2022-02-25
Total,34530,441,115562,2022-02-25
