DHB,Dose1,Dose2,Population,Date
Northland,2665,383,10478,2022-03-30
Waitemata,3468,873,8520,2022-03-30
Auckland,1968,560,4322,2022-03-30
Counties Manukau,4426,810,13654,2022-03-30
Waikato,4453,804,14353,2022-03-30
Lakes,1646,321,5837,2022-03-30
Bay of Plenty,2544,462,9663,2022-03-30
Tairawhiti,1564,260,3586,2022-03-30
Taranaki,1213,303,3891,2022-03-30
Hawkes Bay,2268,386,7110,2022-03-30
MidCentral,2020,442,5415,2022-03-30
Whanganui,776,161,2707,2022-03-30
Capital and Coast,2322,768,4676,2022-03-30
Hutt Valley,1677,416,3674,2022-03-30
Wairarapa,461,96,1304,2022-03-30
Nelson Marlborough,947,240,2457,2022-03-30
West Coast,216,61,548,2022-03-30
Canterbury,3323,882,7502,2022-03-30
South Canterbury,327,66,788,2022-03-30
Southern,2004,477,4918,2022-03-30
Overseas / Unknown,10,5,159,2022-03-30
Total,40298,8772,115562,2022-03-30
