DHB,Dose1,Dose2,Population,Date
Northland,2541,66,10478,2022-03-15
Waitemata,3429,231,8520,2022-03-15
Auckland,1937,149,4322,2022-03-15
Counties Manukau,4323,266,13654,2022-03-15
Waikato,4399,176,14353,2022-03-15
Lakes,1602,77,5837,2022-03-15
Bay of Plenty,2513,131,9663,2022-03-15
Tairawhiti,1460,54,3586,2022-03-15
Taranaki,1197,59,3891,2022-03-15
Hawkes Bay,2204,110,7110,2022-03-15
MidCentral,1967,78,5415,2022-03-15
Whanganui,755,25,2707,2022-03-15
Capital and Coast,2306,126,4676,2022-03-15
Hutt Valley,1655,75,3674,2022-03-15
Wairarapa,454,45,1304,2022-03-15
Nelson Marlborough,936,44,2457,2022-03-15
West Coast,204,8,548,2022-03-15
Canterbury,3288,162,7502,2022-03-15
South Canterbury,311,13,788,2022-03-15
Southern,1966,64,4918,2022-03-15
Overseas / Unknown,10,5,159,2022-03-15
Total,39457,1959,115562,2022-03-15
