DHB,Dose1,Dose2,Population,Date
Northland,2528,53,10478,2022-03-14
Waitemata,3425,192,8520,2022-03-14
Auckland,1937,128,4322,2022-03-14
Counties Manukau,4317,229,13654,2022-03-14
Waikato,4377,127,14353,2022-03-14
Lakes,1596,62,5837,2022-03-14
Bay of Plenty,2509,106,9663,2022-03-14
Tairawhiti,1453,50,3586,2022-03-14
Taranaki,1194,30,3891,2022-03-14
Hawkes Bay,2193,96,7110,2022-03-14
MidCentral,1961,61,5415,2022-03-14
Whanganui,750,18,2707,2022-03-14
Capital and Coast,2300,83,4676,2022-03-14
Hutt Valley,1653,59,3674,2022-03-14
Wairarapa,452,42,1304,2022-03-14
Nelson Marlborough,933,35,2457,2022-03-14
West Coast,203,6,548,2022-03-14
Canterbury,3284,131,7502,2022-03-14
South Canterbury,310,11,788,2022-03-14
Southern,1956,40,4918,2022-03-14
Overseas / Unknown,11,5,159,2022-03-14
Total,39342,1559,115562,2022-03-14
