DHB,Dose1,Dose2,Population,Date
Northland,2758,634,10478,2022-04-27
Waitemata,3480,1244,8520,2022-04-27
Auckland,1969,779,4322,2022-04-27
Counties Manukau,4486,1175,13654,2022-04-27
Waikato,4524,1154,14353,2022-04-27
Lakes,1660,430,5837,2022-04-27
Bay of Plenty,2560,630,9663,2022-04-27
Tairawhiti,1602,437,3586,2022-04-27
Taranaki,1229,390,3891,2022-04-27
Hawkes Bay,2288,554,7110,2022-04-27
MidCentral,2036,637,5415,2022-04-27
Whanganui,780,221,2707,2022-04-27
Capital and Coast,2341,970,4676,2022-04-27
Hutt Valley,1690,566,3674,2022-04-27
Wairarapa,466,136,1304,2022-04-27
Nelson Marlborough,961,304,2457,2022-04-27
West Coast,214,74,548,2022-04-27
Canterbury,3348,1274,7502,2022-04-27
South Canterbury,331,80,788,2022-04-27
Southern,2021,766,4918,2022-04-27
Overseas / Unknown,10,5,159,2022-04-27
Total,40754,12458,115562,2022-04-27
