DHB,Dose1,Dose2,Population,Date
Northland,2753,630,10478,2022-04-26
Waitemata,3481,1228,8520,2022-04-26
Auckland,1965,776,4322,2022-04-26
Counties Manukau,4485,1162,13654,2022-04-26
Waikato,4521,1143,14353,2022-04-26
Lakes,1659,427,5837,2022-04-26
Bay of Plenty,2560,626,9663,2022-04-26
Tairawhiti,1602,432,3586,2022-04-26
Taranaki,1228,387,3891,2022-04-26
Hawkes Bay,2287,546,7110,2022-04-26
MidCentral,2036,629,5415,2022-04-26
Whanganui,780,221,2707,2022-04-26
Capital and Coast,2343,960,4676,2022-04-26
Hutt Valley,1689,564,3674,2022-04-26
Wairarapa,467,136,1304,2022-04-26
Nelson Marlborough,961,301,2457,2022-04-26
West Coast,214,74,548,2022-04-26
Canterbury,3346,1264,7502,2022-04-26
South Canterbury,330,80,788,2022-04-26
Southern,2022,760,4918,2022-04-26
Overseas / Unknown,10,5,159,2022-04-26
Total,40739,12349,115562,2022-04-26
