DHB,Dose1,Dose2,Population,Date
Northland,2558,117,10478,2022-03-18
Waitemata,3450,414,8520,2022-03-18
Auckland,1934,259,4322,2022-03-18
Counties Manukau,4352,380,13654,2022-03-18
Waikato,4420,352,14353,2022-03-18
Lakes,1624,135,5837,2022-03-18
Bay of Plenty,2528,193,9663,2022-03-18
Tairawhiti,1509,88,3586,2022-03-18
Taranaki,1202,117,3891,2022-03-18
Hawkes Bay,2224,176,7110,2022-03-18
MidCentral,1985,134,5415,2022-03-18
Whanganui,766,48,2707,2022-03-18
Capital and Coast,2316,278,4676,2022-03-18
Hutt Valley,1664,139,3674,2022-03-18
Wairarapa,460,61,1304,2022-03-18
Nelson Marlborough,938,89,2457,2022-03-18
West Coast,210,15,548,2022-03-18
Canterbury,3298,297,7502,2022-03-18
South Canterbury,314,29,788,2022-03-18
Southern,1978,154,4918,2022-03-18
Overseas / Unknown,10,5,159,2022-03-18
Total,39740,3475,115562,2022-03-18
