DHB,Dose1,Dose2,Population,Date
Northland,2299,19,10478,2022-03-03
Waitemata,3333,72,8520,2022-03-03
Auckland,1889,60,4322,2022-03-03
Counties Manukau,4057,137,13654,2022-03-03
Waikato,4158,75,14353,2022-03-03
Lakes,1492,30,5837,2022-03-03
Bay of Plenty,2335,55,9663,2022-03-03
Tairawhiti,1281,19,3586,2022-03-03
Taranaki,1121,12,3891,2022-03-03
Hawkes Bay,1863,39,7110,2022-03-03
MidCentral,1808,23,5415,2022-03-03
Whanganui,671,5,2707,2022-03-03
Capital and Coast,2225,28,4676,2022-03-03
Hutt Valley,1585,18,3674,2022-03-03
Wairarapa,415,29,1304,2022-03-03
Nelson Marlborough,882,11,2457,2022-03-03
West Coast,179,5,548,2022-03-03
Canterbury,3082,43,7502,2022-03-03
South Canterbury,290,5,788,2022-03-03
Southern,1855,15,4918,2022-03-03
Overseas / Unknown,9,5,159,2022-03-03
Total,36829,690,115562,2022-03-03
