DHB,Dose1,Dose2,Population,Date
Northland,2732,557,10478,2022-04-13
Waitemata,3478,1157,8520,2022-04-13
Auckland,1965,725,4322,2022-04-13
Counties Manukau,4469,1064,13654,2022-04-13
Waikato,4516,1063,14353,2022-04-13
Lakes,1658,398,5837,2022-04-13
Bay of Plenty,2556,597,9663,2022-04-13
Tairawhiti,1593,382,3586,2022-04-13
Taranaki,1223,363,3891,2022-04-13
Hawkes Bay,2275,523,7110,2022-04-13
MidCentral,2030,593,5415,2022-04-13
Whanganui,777,207,2707,2022-04-13
Capital and Coast,2338,927,4676,2022-04-13
Hutt Valley,1689,522,3674,2022-04-13
Wairarapa,468,121,1304,2022-04-13
Nelson Marlborough,962,291,2457,2022-04-13
West Coast,215,74,548,2022-04-13
Canterbury,3340,1150,7502,2022-04-13
South Canterbury,328,77,788,2022-04-13
Southern,2012,708,4918,2022-04-13
Overseas / Unknown,10,5,159,2022-04-13
Total,40634,11502,115562,2022-04-13
