DHB,Dose1,Dose2,Population,Date
Northland,2384,34,10478,2022-03-05
Waitemata,3355,88,8520,2022-03-05
Auckland,1908,71,4322,2022-03-05
Counties Manukau,4146,145,13654,2022-03-05
Waikato,4231,78,14353,2022-03-05
Lakes,1511,36,5837,2022-03-05
Bay of Plenty,2405,61,9663,2022-03-05
Tairawhiti,1310,24,3586,2022-03-05
Taranaki,1148,14,3891,2022-03-05
Hawkes Bay,2042,62,7110,2022-03-05
MidCentral,1872,29,5415,2022-03-05
Whanganui,698,5,2707,2022-03-05
Capital and Coast,2255,29,4676,2022-03-05
Hutt Valley,1605,20,3674,2022-03-05
Wairarapa,430,34,1304,2022-03-05
Nelson Marlborough,897,12,2457,2022-03-05
West Coast,188,5,548,2022-03-05
Canterbury,3161,60,7502,2022-03-05
South Canterbury,297,5,788,2022-03-05
Southern,1882,15,4918,2022-03-05
Overseas / Unknown,9,5,159,2022-03-05
Total,37734,819,115562,2022-03-05
