DHB,Dose1,Dose2,Population,Date
Northland,2761,647,10478,2022-04-28
Waitemata,3480,1256,8520,2022-04-28
Auckland,1968,784,4322,2022-04-28
Counties Manukau,4489,1184,13654,2022-04-28
Waikato,4523,1171,14353,2022-04-28
Lakes,1661,434,5837,2022-04-28
Bay of Plenty,2560,636,9663,2022-04-28
Tairawhiti,1602,438,3586,2022-04-28
Taranaki,1230,392,3891,2022-04-28
Hawkes Bay,2288,563,7110,2022-04-28
MidCentral,2036,639,5415,2022-04-28
Whanganui,782,225,2707,2022-04-28
Capital and Coast,2344,977,4676,2022-04-28
Hutt Valley,1689,571,3674,2022-04-28
Wairarapa,466,138,1304,2022-04-28
Nelson Marlborough,961,309,2457,2022-04-28
West Coast,214,77,548,2022-04-28
Canterbury,3351,1279,7502,2022-04-28
South Canterbury,331,83,788,2022-04-28
Southern,2022,776,4918,2022-04-28
Overseas / Unknown,10,5,159,2022-04-28
Total,40768,12582,115562,2022-04-28
