DHB,Dose1,Dose2,Population,Date
Northland,2720,528,10478,2022-04-10
Waitemata,3480,1128,8520,2022-04-10
Auckland,1964,706,4322,2022-04-10
Counties Manukau,4464,1033,13654,2022-04-10
Waikato,4518,1022,14353,2022-04-10
Lakes,1656,385,5837,2022-04-10
Bay of Plenty,2559,584,9663,2022-04-10
Tairawhiti,1593,379,3586,2022-04-10
Taranaki,1222,359,3891,2022-04-10
Hawkes Bay,2276,512,7110,2022-04-10
MidCentral,2028,581,5415,2022-04-10
Whanganui,778,200,2707,2022-04-10
Capital and Coast,2336,901,4676,2022-04-10
Hutt Valley,1688,511,3674,2022-04-10
Wairarapa,467,120,1304,2022-04-10
Nelson Marlborough,960,282,2457,2022-04-10
West Coast,216,74,548,2022-04-10
Canterbury,3339,1121,7502,2022-04-10
South Canterbury,328,75,788,2022-04-10
Southern,2012,671,4918,2022-04-10
Overseas / Unknown,10,5,159,2022-04-10
Total,40614,11175,115562,2022-04-10
