DHB,Dose1,Dose2,Population,Date
Northland,6821,2186,19480,2022-04-27
Waitemata,37458,17219,61881,2022-04-27
Auckland,26509,12798,40861,2022-04-27
Counties Manukau,35805,13844,65365,2022-04-27
Waikato,20381,7309,43635,2022-04-27
Lakes,4876,1662,11998,2022-04-27
Bay of Plenty,10472,3238,25345,2022-04-27
Tairawhiti,2774,963,5647,2022-04-27
Taranaki,5838,2452,12748,2022-04-27
Hawkes Bay,8047,2766,17749,2022-04-27
MidCentral,9065,3796,17720,2022-04-27
Whanganui,2690,1081,6588,2022-04-27
Capital and Coast,18289,9880,27051,2022-04-27
Hutt Valley,9516,4320,14890,2022-04-27
Wairarapa,2200,805,4294,2022-04-27
Nelson Marlborough,7179,3086,13612,2022-04-27
West Coast,1225,520,2733,2022-04-27
Canterbury,30549,14073,49808,2022-04-27
South Canterbury,2793,1061,5298,2022-04-27
Southern,15982,7138,28939,2022-04-27
Overseas / Unknown,83,31,652,2022-04-27
Total,258552,110228,476294,2022-04-27
