DHB,Dose1,Dose2,Population,Date
Northland,6718,1582,19480,2022-04-02
Waitemata,37278,13471,61881,2022-04-02
Auckland,26428,10145,40861,2022-04-02
Counties Manukau,35630,10683,65365,2022-04-02
Waikato,20282,5752,43635,2022-04-02
Lakes,4851,1413,11998,2022-04-02
Bay of Plenty,10430,2667,25345,2022-04-02
Tairawhiti,2743,713,5647,2022-04-02
Taranaki,5806,2117,12748,2022-04-02
Hawkes Bay,8016,2183,17749,2022-04-02
MidCentral,9042,3035,17720,2022-04-02
Whanganui,2672,885,6588,2022-04-02
Capital and Coast,18216,8507,27051,2022-04-02
Hutt Valley,9489,3538,14890,2022-04-02
Wairarapa,2185,592,4294,2022-04-02
Nelson Marlborough,7159,2626,13612,2022-04-02
West Coast,1223,416,2733,2022-04-02
Canterbury,30379,10979,49808,2022-04-02
South Canterbury,2797,851,5298,2022-04-02
Southern,15920,5256,28939,2022-04-02
Overseas / Unknown,80,27,652,2022-04-02
Total,257344,87438,476294,2022-04-02
