DHB,Dose1,Dose2,Population,Date
Northland,6610,814,19480,2022-03-23
Waitemata,37165,8231,61881,2022-03-23
Auckland,26398,6543,40861,2022-03-23
Counties Manukau,35489,6158,65365,2022-03-23
Waikato,20199,3514,43635,2022-03-23
Lakes,4832,924,11998,2022-03-23
Bay of Plenty,10397,1703,25345,2022-03-23
Tairawhiti,2715,453,5647,2022-03-23
Taranaki,5788,1346,12748,2022-03-23
Hawkes Bay,7992,1263,17749,2022-03-23
MidCentral,8975,1726,17720,2022-03-23
Whanganui,2654,511,6588,2022-03-23
Capital and Coast,18238,5279,27051,2022-03-23
Hutt Valley,9473,2034,14890,2022-03-23
Wairarapa,2172,380,4294,2022-03-23
Nelson Marlborough,7123,1709,13612,2022-03-23
West Coast,1213,162,2733,2022-03-23
Canterbury,30239,5654,49808,2022-03-23
South Canterbury,2777,500,5298,2022-03-23
Southern,15870,2383,28939,2022-03-23
Overseas / Unknown,81,15,652,2022-03-23
Total,256400,51302,476294,2022-03-23
