DHB,Dose1,Dose2,Population,Date
Northland,6825,2218,19480,2022-04-28
Waitemata,37467,17384,61881,2022-04-28
Auckland,26520,12916,40861,2022-04-28
Counties Manukau,35813,13973,65365,2022-04-28
Waikato,20386,7399,43635,2022-04-28
Lakes,4876,1673,11998,2022-04-28
Bay of Plenty,10473,3267,25345,2022-04-28
Tairawhiti,2774,966,5647,2022-04-28
Taranaki,5841,2470,12748,2022-04-28
Hawkes Bay,8047,2796,17749,2022-04-28
MidCentral,9071,3811,17720,2022-04-28
Whanganui,2693,1093,6588,2022-04-28
Capital and Coast,18310,9951,27051,2022-04-28
Hutt Valley,9516,4349,14890,2022-04-28
Wairarapa,2201,820,4294,2022-04-28
Nelson Marlborough,7183,3107,13612,2022-04-28
West Coast,1225,527,2733,2022-04-28
Canterbury,30559,14196,49808,2022-04-28
South Canterbury,2797,1073,5298,2022-04-28
Southern,15987,7195,28939,2022-04-28
Overseas / Unknown,82,30,652,2022-04-28
Total,258646,111214,476294,2022-04-28
