DHB,Dose1,Dose2,Population,Date
Northland,6690,1366,19480,2022-03-30
Waitemata,37246,12036,61881,2022-03-30
Auckland,26427,9164,40861,2022-03-30
Counties Manukau,35570,9409,65365,2022-03-30
Waikato,20244,5238,43635,2022-03-30
Lakes,4839,1298,11998,2022-03-30
Bay of Plenty,10420,2468,25345,2022-03-30
Tairawhiti,2732,650,5647,2022-03-30
Taranaki,5802,1966,12748,2022-03-30
Hawkes Bay,8009,1986,17749,2022-03-30
MidCentral,9020,2688,17720,2022-03-30
Whanganui,2665,783,6588,2022-03-30
Capital and Coast,18209,7836,27051,2022-03-30
Hutt Valley,9470,3235,14890,2022-03-30
Wairarapa,2184,520,4294,2022-03-30
Nelson Marlborough,7153,2415,13612,2022-03-30
West Coast,1222,347,2733,2022-03-30
Canterbury,30341,9603,49808,2022-03-30
South Canterbury,2794,753,5298,2022-03-30
Southern,15911,4522,28939,2022-03-30
Overseas / Unknown,79,22,652,2022-03-30
Total,257027,78305,476294,2022-03-30
