DHB,Dose1,Dose2,Population,Date
Northland,5819,37,19480,2022-02-27
Waitemata,35754,544,61881,2022-02-27
Auckland,25561,662,40861,2022-02-27
Counties Manukau,33513,798,65365,2022-02-27
Waikato,18976,185,43635,2022-02-27
Lakes,4411,46,11998,2022-02-27
Bay of Plenty,9647,109,25345,2022-02-27
Tairawhiti,2302,33,5647,2022-02-27
Taranaki,5317,35,12748,2022-02-27
Hawkes Bay,7046,77,17749,2022-02-27
MidCentral,8105,59,17720,2022-02-27
Whanganui,2339,12,6588,2022-02-27
Capital and Coast,17427,179,27051,2022-02-27
Hutt Valley,8921,50,14890,2022-02-27
Wairarapa,1996,39,4294,2022-02-27
Nelson Marlborough,6832,83,13612,2022-02-27
West Coast,1057,5,2733,2022-02-27
Canterbury,27778,201,49808,2022-02-27
South Canterbury,2512,15,5298,2022-02-27
Southern,14862,90,28939,2022-02-27
Overseas / Unknown,81,5,652,2022-02-27
Total,240256,3261,476294,2022-02-27
