DHB,Dose1,Dose2,Population,Date
Northland,6738,1739,19480,2022-04-06
Waitemata,37298,14309,61881,2022-04-06
Auckland,26420,10708,40861,2022-04-06
Counties Manukau,35661,11239,65365,2022-04-06
Waikato,20306,6097,43635,2022-04-06
Lakes,4855,1460,11998,2022-04-06
Bay of Plenty,10441,2804,25345,2022-04-06
Tairawhiti,2753,800,5647,2022-04-06
Taranaki,5816,2206,12748,2022-04-06
Hawkes Bay,8019,2361,17749,2022-04-06
MidCentral,9042,3250,17720,2022-04-06
Whanganui,2682,936,6588,2022-04-06
Capital and Coast,18230,8801,27051,2022-04-06
Hutt Valley,9501,3677,14890,2022-04-06
Wairarapa,2191,632,4294,2022-04-06
Nelson Marlborough,7164,2747,13612,2022-04-06
West Coast,1226,435,2733,2022-04-06
Canterbury,30414,11631,49808,2022-04-06
South Canterbury,2801,900,5298,2022-04-06
Southern,15921,5770,28939,2022-04-06
Overseas / Unknown,81,28,652,2022-04-06
Total,257560,92530,476294,2022-04-06
