DHB,Dose1,Dose2,Population,Date
Northland,6666,1128,19480,2022-03-27
Waitemata,37216,11001,61881,2022-03-27
Auckland,26412,8448,40861,2022-03-27
Counties Manukau,35566,8602,65365,2022-03-27
Waikato,20237,4759,43635,2022-03-27
Lakes,4834,1236,11998,2022-03-27
Bay of Plenty,10405,2267,25345,2022-03-27
Tairawhiti,2731,633,5647,2022-03-27
Taranaki,5791,1810,12748,2022-03-27
Hawkes Bay,8004,1759,17749,2022-03-27
MidCentral,9004,2353,17720,2022-03-27
Whanganui,2656,714,6588,2022-03-27
Capital and Coast,18213,7022,27051,2022-03-27
Hutt Valley,9473,2925,14890,2022-03-27
Wairarapa,2182,457,4294,2022-03-27
Nelson Marlborough,7142,2216,13612,2022-03-27
West Coast,1221,256,2733,2022-03-27
Canterbury,30314,8307,49808,2022-03-27
South Canterbury,2790,651,5298,2022-03-27
Southern,15895,3659,28939,2022-03-27
Overseas / Unknown,82,20,652,2022-03-27
Total,256834,70223,476294,2022-03-27
