DHB,Dose1,Dose2,Population,Date
Northland,6680,1265,19480,2022-03-29
Waitemata,37237,11747,61881,2022-03-29
Auckland,26408,8934,40861,2022-03-29
Counties Manukau,35565,9169,65365,2022-03-29
Waikato,20245,5076,43635,2022-03-29
Lakes,4839,1273,11998,2022-03-29
Bay of Plenty,10415,2422,25345,2022-03-29
Tairawhiti,2731,648,5647,2022-03-29
Taranaki,5797,1933,12748,2022-03-29
Hawkes Bay,8003,1914,17749,2022-03-29
MidCentral,9011,2603,17720,2022-03-29
Whanganui,2664,769,6588,2022-03-29
Capital and Coast,18211,7593,27051,2022-03-29
Hutt Valley,9468,3168,14890,2022-03-29
Wairarapa,2184,506,4294,2022-03-29
Nelson Marlborough,7147,2360,13612,2022-03-29
West Coast,1221,310,2733,2022-03-29
Canterbury,30327,9182,49808,2022-03-29
South Canterbury,2791,728,5298,2022-03-29
Southern,15906,4291,28939,2022-03-29
Overseas / Unknown,80,22,652,2022-03-29
Total,256930,75913,476294,2022-03-29
