DHB,Dose1,Dose2,Population,Date
Northland,6804,2029,19480,2022-04-19
Waitemata,37372,16073,61881,2022-04-19
Auckland,26437,11977,40861,2022-04-19
Counties Manukau,35740,12746,65365,2022-04-19
Waikato,20362,6829,43635,2022-04-19
Lakes,4867,1563,11998,2022-04-19
Bay of Plenty,10454,3073,25345,2022-04-19
Tairawhiti,2772,923,5647,2022-04-19
Taranaki,5832,2354,12748,2022-04-19
Hawkes Bay,8017,2655,17749,2022-04-19
MidCentral,9045,3586,17720,2022-04-19
Whanganui,2684,1037,6588,2022-04-19
Capital and Coast,18269,9510,27051,2022-04-19
Hutt Valley,9514,4072,14890,2022-04-19
Wairarapa,2198,752,4294,2022-04-19
Nelson Marlborough,7176,2983,13612,2022-04-19
West Coast,1227,477,2733,2022-04-19
Canterbury,30480,13207,49808,2022-04-19
South Canterbury,2797,1024,5298,2022-04-19
Southern,15962,6727,28939,2022-04-19
Overseas / Unknown,85,31,652,2022-04-19
Total,258094,103628,476294,2022-04-19
