DHB,Dose1,Dose2,Population,Date
Northland,6789,1943,19480,2022-04-13
Waitemata,37349,15535,61881,2022-04-13
Auckland,26431,11632,40861,2022-04-13
Counties Manukau,35726,12306,65365,2022-04-13
Waikato,20354,6651,43635,2022-04-13
Lakes,4866,1547,11998,2022-04-13
Bay of Plenty,10448,2993,25345,2022-04-13
Tairawhiti,2764,880,5647,2022-04-13
Taranaki,5827,2313,12748,2022-04-13
Hawkes Bay,8014,2599,17749,2022-04-13
MidCentral,9041,3480,17720,2022-04-13
Whanganui,2680,1016,6588,2022-04-13
Capital and Coast,18253,9340,27051,2022-04-13
Hutt Valley,9509,3963,14890,2022-04-13
Wairarapa,2199,707,4294,2022-04-13
Nelson Marlborough,7172,2927,13612,2022-04-13
West Coast,1228,472,2733,2022-04-13
Canterbury,30469,12794,49808,2022-04-13
South Canterbury,2797,992,5298,2022-04-13
Southern,15946,6535,28939,2022-04-13
Overseas / Unknown,80,28,652,2022-04-13
Total,257942,100653,476294,2022-04-13
