DHB,Dose1,Dose2,Population,Date
Northland,6170,59,19480,2022-03-04
Waitemata,36390,735,61881,2022-03-04
Auckland,25886,881,40861,2022-03-04
Counties Manukau,34221,980,65365,2022-03-04
Waikato,19583,269,43635,2022-03-04
Lakes,4588,67,11998,2022-03-04
Bay of Plenty,9997,180,25345,2022-03-04
Tairawhiti,2420,43,5647,2022-03-04
Taranaki,5524,51,12748,2022-03-04
Hawkes Bay,7264,90,17749,2022-03-04
MidCentral,8441,90,17720,2022-03-04
Whanganui,2483,16,6588,2022-03-04
Capital and Coast,17808,226,27051,2022-03-04
Hutt Valley,9171,83,14890,2022-03-04
Wairarapa,2063,53,4294,2022-03-04
Nelson Marlborough,6960,113,13612,2022-03-04
West Coast,1136,12,2733,2022-03-04
Canterbury,28827,296,49808,2022-03-04
South Canterbury,2614,19,5298,2022-03-04
Southern,15290,143,28939,2022-03-04
Overseas / Unknown,83,5,652,2022-03-04
Total,246919,4408,476294,2022-03-04
