DHB,Dose1,Dose2,Population,Date
Northland,6383,91,19480,2022-03-09
Waitemata,36754,974,61881,2022-03-09
Auckland,26122,1169,40861,2022-03-09
Counties Manukau,34792,1226,65365,2022-03-09
Waikato,19876,364,43635,2022-03-09
Lakes,4694,102,11998,2022-03-09
Bay of Plenty,10190,227,25345,2022-03-09
Tairawhiti,2530,64,5647,2022-03-09
Taranaki,5628,72,12748,2022-03-09
Hawkes Bay,7741,190,17749,2022-03-09
MidCentral,8717,114,17720,2022-03-09
Whanganui,2566,28,6588,2022-03-09
Capital and Coast,18044,319,27051,2022-03-09
Hutt Valley,9315,119,14890,2022-03-09
Wairarapa,2119,65,4294,2022-03-09
Nelson Marlborough,7021,135,13612,2022-03-09
West Coast,1171,16,2733,2022-03-09
Canterbury,29472,427,49808,2022-03-09
South Canterbury,2693,35,5298,2022-03-09
Southern,15484,201,28939,2022-03-09
Overseas / Unknown,83,5,652,2022-03-09
Total,251395,5940,476294,2022-03-09
