DHB,Dose1,Dose2,Population,Date
Northland,6775,1878,19480,2022-04-11
Waitemata,37344,15327,61881,2022-04-11
Auckland,26420,11465,40861,2022-04-11
Counties Manukau,35725,12148,65365,2022-04-11
Waikato,20350,6526,43635,2022-04-11
Lakes,4859,1524,11998,2022-04-11
Bay of Plenty,10441,2968,25345,2022-04-11
Tairawhiti,2764,878,5647,2022-04-11
Taranaki,5825,2296,12748,2022-04-11
Hawkes Bay,8016,2572,17749,2022-04-11
MidCentral,9040,3421,17720,2022-04-11
Whanganui,2684,996,6588,2022-04-11
Capital and Coast,18248,9235,27051,2022-04-11
Hutt Valley,9505,3904,14890,2022-04-11
Wairarapa,2197,691,4294,2022-04-11
Nelson Marlborough,7165,2896,13612,2022-04-11
West Coast,1228,467,2733,2022-04-11
Canterbury,30461,12577,49808,2022-04-11
South Canterbury,2799,965,5298,2022-04-11
Southern,15939,6401,28939,2022-04-11
Overseas / Unknown,81,29,652,2022-04-11
Total,257866,99164,476294,2022-04-11
