DHB,Dose1,Dose2,Population,Date
Northland,6800,2006,19480,2022-04-18
Waitemata,37365,15881,61881,2022-04-18
Auckland,26435,11846,40861,2022-04-18
Counties Manukau,35738,12576,65365,2022-04-18
Waikato,20355,6760,43635,2022-04-18
Lakes,4866,1560,11998,2022-04-18
Bay of Plenty,10451,3054,25345,2022-04-18
Tairawhiti,2771,922,5647,2022-04-18
Taranaki,5831,2339,12748,2022-04-18
Hawkes Bay,8017,2635,17749,2022-04-18
MidCentral,9043,3535,17720,2022-04-18
Whanganui,2684,1028,6588,2022-04-18
Capital and Coast,18265,9429,27051,2022-04-18
Hutt Valley,9511,4033,14890,2022-04-18
Wairarapa,2198,739,4294,2022-04-18
Nelson Marlborough,7173,2958,13612,2022-04-18
West Coast,1227,477,2733,2022-04-18
Canterbury,30481,13082,49808,2022-04-18
South Canterbury,2797,1008,5298,2022-04-18
Southern,15959,6683,28939,2022-04-18
Overseas / Unknown,85,31,652,2022-04-18
Total,258052,102582,476294,2022-04-18
