DHB,Dose1,Dose2,Population,Date
Northland,6587,616,19480,2022-03-21
Waitemata,37148,7078,61881,2022-03-21
Auckland,26383,5723,40861,2022-03-21
Counties Manukau,35484,5394,65365,2022-03-21
Waikato,20195,2896,43635,2022-03-21
Lakes,4829,780,11998,2022-03-21
Bay of Plenty,10391,1466,25345,2022-03-21
Tairawhiti,2715,390,5647,2022-03-21
Taranaki,5779,1143,12748,2022-03-21
Hawkes Bay,7985,1074,17749,2022-03-21
MidCentral,8969,1422,17720,2022-03-21
Whanganui,2644,413,6588,2022-03-21
Capital and Coast,18227,4444,27051,2022-03-21
Hutt Valley,9464,1727,14890,2022-03-21
Wairarapa,2167,322,4294,2022-03-21
Nelson Marlborough,7129,1442,13612,2022-03-21
West Coast,1213,120,2733,2022-03-21
Canterbury,30185,4590,49808,2022-03-21
South Canterbury,2765,415,5298,2022-03-21
Southern,15853,1756,28939,2022-03-21
Overseas / Unknown,81,12,652,2022-03-21
Total,256193,43223,476294,2022-03-21
