DHB,Dose1,Dose2,Population,Date
Northland,6542,382,19480,2022-03-17
Waitemata,37070,3845,61881,2022-03-17
Auckland,26339,3348,40861,2022-03-17
Counties Manukau,35321,2853,65365,2022-03-17
Waikato,20155,1628,43635,2022-03-17
Lakes,4806,404,11998,2022-03-17
Bay of Plenty,10349,806,25345,2022-03-17
Tairawhiti,2669,240,5647,2022-03-17
Taranaki,5740,562,12748,2022-03-17
Hawkes Bay,7927,549,17749,2022-03-17
MidCentral,8915,714,17720,2022-03-17
Whanganui,2635,206,6588,2022-03-17
Capital and Coast,18203,2472,27051,2022-03-17
Hutt Valley,9447,903,14890,2022-03-17
Wairarapa,2156,204,4294,2022-03-17
Nelson Marlborough,7124,814,13612,2022-03-17
West Coast,1209,54,2733,2022-03-17
Canterbury,30050,2318,49808,2022-03-17
South Canterbury,2744,208,5298,2022-03-17
Southern,15769,1031,28939,2022-03-17
Overseas / Unknown,79,5,652,2022-03-17
Total,255249,23545,476294,2022-03-17
