DHB,Dose1,Dose2,Population,Date
Northland,206,26,582,2022-03-26
Waitemata,2983,508,6497,2022-03-26
Auckland,3300,598,7257,2022-03-26
Counties Manukau,9546,1438,20488,2022-03-26
Waikato,926,153,1950,2022-03-26
Lakes,184,38,405,2022-03-26
Bay of Plenty,291,39,696,2022-03-26
Tairawhiti,81,7,128,2022-03-26
Taranaki,106,24,260,2022-03-26
Hawkes Bay,431,41,994,2022-03-26
MidCentral,427,67,932,2022-03-26
Whanganui,101,10,277,2022-03-26
Capital and Coast,1409,242,2822,2022-03-26
Hutt Valley,829,118,1521,2022-03-26
Wairarapa,80,9,141,2022-03-26
Nelson Marlborough,259,45,477,2022-03-26
West Coast,25,5,56,2022-03-26
Canterbury,1251,181,2442,2022-03-26
South Canterbury,149,12,211,2022-03-26
Southern,630,84,1171,2022-03-26
Overseas / Unknown,13,5,91,2022-03-26
Total,23227,3647,49398,2022-03-26
