DHB,Dose1,Dose2,Population,Date
Northland,201,6,582,2022-03-15
Waitemata,2951,160,6497,2022-03-15
Auckland,3250,220,7257,2022-03-15
Counties Manukau,9405,528,20488,2022-03-15
Waikato,921,41,1950,2022-03-15
Lakes,179,7,405,2022-03-15
Bay of Plenty,284,15,696,2022-03-15
Tairawhiti,82,5,128,2022-03-15
Taranaki,103,5,260,2022-03-15
Hawkes Bay,419,9,994,2022-03-15
MidCentral,410,22,932,2022-03-15
Whanganui,97,5,277,2022-03-15
Capital and Coast,1388,53,2822,2022-03-15
Hutt Valley,827,22,1521,2022-03-15
Wairarapa,80,5,141,2022-03-15
Nelson Marlborough,255,8,477,2022-03-15
West Coast,25,5,56,2022-03-15
Canterbury,1222,25,2442,2022-03-15
South Canterbury,147,5,211,2022-03-15
Southern,609,11,1171,2022-03-15
Overseas / Unknown,13,5,91,2022-03-15
Total,22868,1139,49398,2022-03-15
