DHB,Dose1,Dose2,Population,Date
Northland,207,32,582,2022-03-30
Waitemata,2983,562,6497,2022-03-30
Auckland,3304,654,7257,2022-03-30
Counties Manukau,9550,1589,20488,2022-03-30
Waikato,928,168,1950,2022-03-30
Lakes,184,38,405,2022-03-30
Bay of Plenty,293,44,696,2022-03-30
Tairawhiti,82,10,128,2022-03-30
Taranaki,105,32,260,2022-03-30
Hawkes Bay,432,55,994,2022-03-30
MidCentral,428,91,932,2022-03-30
Whanganui,100,12,277,2022-03-30
Capital and Coast,1412,309,2822,2022-03-30
Hutt Valley,828,142,1521,2022-03-30
Wairarapa,80,12,141,2022-03-30
Nelson Marlborough,259,56,477,2022-03-30
West Coast,25,5,56,2022-03-30
Canterbury,1257,226,2442,2022-03-30
South Canterbury,153,13,211,2022-03-30
Southern,630,109,1171,2022-03-30
Overseas / Unknown,12,5,91,2022-03-30
Total,23252,4163,49398,2022-03-30
