DHB,Dose1,Dose2,Population,Date
Northland,206,12,582,2022-03-19
Waitemata,2960,295,6497,2022-03-19
Auckland,3285,363,7257,2022-03-19
Counties Manukau,9504,862,20488,2022-03-19
Waikato,923,91,1950,2022-03-19
Lakes,183,21,405,2022-03-19
Bay of Plenty,286,27,696,2022-03-19
Tairawhiti,82,5,128,2022-03-19
Taranaki,106,17,260,2022-03-19
Hawkes Bay,428,23,994,2022-03-19
MidCentral,423,47,932,2022-03-19
Whanganui,98,5,277,2022-03-19
Capital and Coast,1410,132,2822,2022-03-19
Hutt Valley,827,57,1521,2022-03-19
Wairarapa,80,7,141,2022-03-19
Nelson Marlborough,256,20,477,2022-03-19
West Coast,25,5,56,2022-03-19
Canterbury,1236,66,2442,2022-03-19
South Canterbury,147,10,211,2022-03-19
Southern,624,31,1171,2022-03-19
Overseas / Unknown,12,5,91,2022-03-19
Total,23101,2089,49398,2022-03-19
