DHB,Dose1,Dose2,Population,Date
Northland,209,44,582,2022-04-06
Waitemata,2986,669,6497,2022-04-06
Auckland,3310,766,7257,2022-04-06
Counties Manukau,9585,1921,20488,2022-04-06
Waikato,932,190,1950,2022-04-06
Lakes,185,42,405,2022-04-06
Bay of Plenty,292,48,696,2022-04-06
Tairawhiti,83,12,128,2022-04-06
Taranaki,106,34,260,2022-04-06
Hawkes Bay,433,68,994,2022-04-06
MidCentral,432,107,932,2022-04-06
Whanganui,102,17,277,2022-04-06
Capital and Coast,1417,360,2822,2022-04-06
Hutt Valley,830,167,1521,2022-04-06
Wairarapa,81,13,141,2022-04-06
Nelson Marlborough,261,62,477,2022-04-06
West Coast,24,6,56,2022-04-06
Canterbury,1263,283,2442,2022-04-06
South Canterbury,153,19,211,2022-04-06
Southern,636,160,1171,2022-04-06
Overseas / Unknown,12,5,91,2022-04-06
Total,23332,4992,49398,2022-04-06
