DHB,Dose1,Dose2,Population,Date
Northland,201,5,582,2022-03-13
Waitemata,2935,108,6497,2022-03-13
Auckland,3238,179,7257,2022-03-13
Counties Manukau,9381,441,20488,2022-03-13
Waikato,918,29,1950,2022-03-13
Lakes,179,5,405,2022-03-13
Bay of Plenty,283,9,696,2022-03-13
Tairawhiti,82,5,128,2022-03-13
Taranaki,103,5,260,2022-03-13
Hawkes Bay,420,7,994,2022-03-13
MidCentral,409,5,932,2022-03-13
Whanganui,95,5,277,2022-03-13
Capital and Coast,1383,30,2822,2022-03-13
Hutt Valley,826,9,1521,2022-03-13
Wairarapa,80,5,141,2022-03-13
Nelson Marlborough,251,5,477,2022-03-13
West Coast,25,5,56,2022-03-13
Canterbury,1215,18,2442,2022-03-13
South Canterbury,145,5,211,2022-03-13
Southern,605,7,1171,2022-03-13
Overseas / Unknown,13,5,91,2022-03-13
Total,22787,860,49398,2022-03-13
