DHB,Dose1,Dose2,Population,Date
Northland,206,26,582,2022-03-27
Waitemata,2982,523,6497,2022-03-27
Auckland,3300,607,7257,2022-03-27
Counties Manukau,9546,1464,20488,2022-03-27
Waikato,925,157,1950,2022-03-27
Lakes,184,38,405,2022-03-27
Bay of Plenty,291,39,696,2022-03-27
Tairawhiti,82,10,128,2022-03-27
Taranaki,105,26,260,2022-03-27
Hawkes Bay,431,50,994,2022-03-27
MidCentral,427,69,932,2022-03-27
Whanganui,101,10,277,2022-03-27
Capital and Coast,1409,249,2822,2022-03-27
Hutt Valley,829,123,1521,2022-03-27
Wairarapa,80,9,141,2022-03-27
Nelson Marlborough,259,45,477,2022-03-27
West Coast,25,5,56,2022-03-27
Canterbury,1253,188,2442,2022-03-27
South Canterbury,149,13,211,2022-03-27
Southern,629,89,1171,2022-03-27
Overseas / Unknown,13,5,91,2022-03-27
Total,23226,3742,49398,2022-03-27
