DHB,Dose1,Dose2,Population,Date
Northland,207,22,582,2022-03-24
Waitemata,2972,423,6497,2022-03-24
Auckland,3288,498,7257,2022-03-24
Counties Manukau,9507,1120,20488,2022-03-24
Waikato,925,129,1950,2022-03-24
Lakes,184,31,405,2022-03-24
Bay of Plenty,291,37,696,2022-03-24
Tairawhiti,81,5,128,2022-03-24
Taranaki,106,22,260,2022-03-24
Hawkes Bay,430,35,994,2022-03-24
MidCentral,425,59,932,2022-03-24
Whanganui,101,10,277,2022-03-24
Capital and Coast,1409,193,2822,2022-03-24
Hutt Valley,827,84,1521,2022-03-24
Wairarapa,80,9,141,2022-03-24
Nelson Marlborough,258,35,477,2022-03-24
West Coast,25,5,56,2022-03-24
Canterbury,1241,121,2442,2022-03-24
South Canterbury,148,12,211,2022-03-24
Southern,631,58,1171,2022-03-24
Overseas / Unknown,13,5,91,2022-03-24
Total,23149,2907,49398,2022-03-24
