DHB,Dose1,Dose2,Population,Date
Northland,201,5,582,2022-03-14
Waitemata,2951,136,6497,2022-03-14
Auckland,3243,203,7257,2022-03-14
Counties Manukau,9391,473,20488,2022-03-14
Waikato,919,38,1950,2022-03-14
Lakes,179,5,405,2022-03-14
Bay of Plenty,283,12,696,2022-03-14
Tairawhiti,82,5,128,2022-03-14
Taranaki,103,5,260,2022-03-14
Hawkes Bay,420,8,994,2022-03-14
MidCentral,409,8,932,2022-03-14
Whanganui,95,5,277,2022-03-14
Capital and Coast,1385,41,2822,2022-03-14
Hutt Valley,825,12,1521,2022-03-14
Wairarapa,80,5,141,2022-03-14
Nelson Marlborough,255,7,477,2022-03-14
West Coast,25,5,56,2022-03-14
Canterbury,1218,22,2442,2022-03-14
South Canterbury,145,5,211,2022-03-14
Southern,606,10,1171,2022-03-14
Overseas / Unknown,13,5,91,2022-03-14
Total,22828,989,49398,2022-03-14
