DHB,Dose1,Dose2,Population,Date
Northland,208,37,582,2022-03-31
Waitemata,2983,573,6497,2022-03-31
Auckland,3304,666,7257,2022-03-31
Counties Manukau,9552,1613,20488,2022-03-31
Waikato,929,176,1950,2022-03-31
Lakes,185,39,405,2022-03-31
Bay of Plenty,293,44,696,2022-03-31
Tairawhiti,83,11,128,2022-03-31
Taranaki,105,33,260,2022-03-31
Hawkes Bay,433,60,994,2022-03-31
MidCentral,429,93,932,2022-03-31
Whanganui,100,12,277,2022-03-31
Capital and Coast,1412,316,2822,2022-03-31
Hutt Valley,828,147,1521,2022-03-31
Wairarapa,80,12,141,2022-03-31
Nelson Marlborough,260,59,477,2022-03-31
West Coast,25,5,56,2022-03-31
Canterbury,1258,243,2442,2022-03-31
South Canterbury,153,13,211,2022-03-31
Southern,630,120,1171,2022-03-31
Overseas / Unknown,12,5,91,2022-03-31
Total,23262,4276,49398,2022-03-31
