DHB,Dose1,Dose2,Population,Date
Northland,212,56,582,2022-04-21
Waitemata,3000,773,6497,2022-04-21
Auckland,3323,895,7257,2022-04-21
Counties Manukau,9618,2277,20488,2022-04-21
Waikato,933,216,1950,2022-04-21
Lakes,185,49,405,2022-04-21
Bay of Plenty,293,53,696,2022-04-21
Tairawhiti,85,15,128,2022-04-21
Taranaki,107,35,260,2022-04-21
Hawkes Bay,430,80,994,2022-04-21
MidCentral,431,122,932,2022-04-21
Whanganui,104,19,277,2022-04-21
Capital and Coast,1420,394,2822,2022-04-21
Hutt Valley,828,203,1521,2022-04-21
Wairarapa,81,16,141,2022-04-21
Nelson Marlborough,262,69,477,2022-04-21
West Coast,24,8,56,2022-04-21
Canterbury,1272,337,2442,2022-04-21
South Canterbury,153,22,211,2022-04-21
Southern,639,179,1171,2022-04-21
Overseas / Unknown,11,5,91,2022-04-21
Total,23411,5821,49398,2022-04-21
