DHB,Dose1,Dose2,Population,Date
Northland,172,<5,582,2022-02-23
Waitemata,2650,30,6497,2022-02-23
Auckland,2920,70,7257,2022-02-23
Counties Manukau,8302,206,20488,2022-02-23
Waikato,800,5,1950,2022-02-23
Lakes,145,<5,405,2022-02-23
Bay of Plenty,240,<5,696,2022-02-23
Tairawhiti,70,<5,128,2022-02-23
Taranaki,75,<5,260,2022-02-23
Hawkes Bay,330,<5,994,2022-02-23
MidCentral,343,<5,932,2022-02-23
Whanganui,77,<5,277,2022-02-23
Capital and Coast,1218,7,2822,2022-02-23
Hutt Valley,703,<5,1521,2022-02-23
Wairarapa,67,<5,141,2022-02-23
Nelson Marlborough,230,<5,477,2022-02-23
West Coast,22,<5,56,2022-02-23
Canterbury,1006,<5,2442,2022-02-23
South Canterbury,121,<5,211,2022-02-23
Southern,538,<5,1171,2022-02-23
Overseas / Unknown,11,<5,91,2022-02-23
Total,20040,337,49398,2022-02-23
