DHB,Dose1,Dose2,Population,Date
Northland,213,60,582,2022-04-25
Waitemata,2998,792,6497,2022-04-25
Auckland,3327,931,7257,2022-04-25
Counties Manukau,9617,2385,20488,2022-04-25
Waikato,936,226,1950,2022-04-25
Lakes,185,50,405,2022-04-25
Bay of Plenty,293,56,696,2022-04-25
Tairawhiti,85,16,128,2022-04-25
Taranaki,107,36,260,2022-04-25
Hawkes Bay,431,83,994,2022-04-25
MidCentral,434,130,932,2022-04-25
Whanganui,104,19,277,2022-04-25
Capital and Coast,1422,411,2822,2022-04-25
Hutt Valley,829,214,1521,2022-04-25
Wairarapa,81,16,141,2022-04-25
Nelson Marlborough,261,71,477,2022-04-25
West Coast,24,8,56,2022-04-25
Canterbury,1274,345,2442,2022-04-25
South Canterbury,153,22,211,2022-04-25
Southern,638,183,1171,2022-04-25
Overseas / Unknown,11,5,91,2022-04-25
Total,23423,6057,49398,2022-04-25
