DHB,Dose1,Dose2,Population,Date
Northland,36891,28572,50488,2021-11-14
Waitemata,34276,28619,41113,2021-11-14
Auckland,23993,20343,27792,2021-11-14
Counties Manukau,49818,39689,63493,2021-11-14
Waikato,53908,42008,69707,2021-11-14
Lakes,21534,16698,30085,2021-11-14
Bay of Plenty,33018,25465,47734,2021-11-14
Tairawhiti,14784,11589,19839,2021-11-14
Taranaki,11817,8999,15904,2021-11-14
Hawkes Bay,25117,19410,34059,2021-11-14
MidCentral,18618,14538,24225,2021-11-14
Whanganui,9502,7563,13512,2021-11-14
Capital and Coast,22498,18904,26967,2021-11-14
Hutt Valley,14894,12118,19123,2021-11-14
Wairarapa,4881,3663,6302,2021-11-14
Nelson Marlborough,8390,6700,11248,2021-11-14
West Coast,2125,1698,2765,2021-11-14
Canterbury,30191,23346,36969,2021-11-14
South Canterbury,2613,2070,3428,2021-11-14
Southern,19051,15449,23646,2021-11-14
Overseas / Unknown,291,223,2653,2021-11-14
New Zealand,438210,347664,571052,2021-11-14
All DHBs to 90%,NA,NA,NA,2021-11-14
