DHB,Dose1,Dose2,Population,Date
Northland,42028,37971,50488,2021-12-30
Waitemata,36900,34997,41113,2021-12-30
Auckland,25691,24294,27792,2021-12-30
Counties Manukau,55389,51176,63493,2021-12-30
Waikato,61033,55798,69707,2021-12-30
Lakes,25923,23449,30085,2021-12-30
Bay of Plenty,40034,36153,47734,2021-12-30
Tairawhiti,17313,15750,19839,2021-12-30
Taranaki,13770,12511,15904,2021-12-30
Hawkes Bay,29628,26725,34059,2021-12-30
MidCentral,22021,20102,24225,2021-12-30
Whanganui,11333,10299,13512,2021-12-30
Capital and Coast,25050,23767,26967,2021-12-30
Hutt Valley,17338,16061,19123,2021-12-30
Wairarapa,5704,5235,6302,2021-12-30
Nelson Marlborough,9879,9011,11248,2021-12-30
West Coast,2405,2216,2765,2021-12-30
Canterbury,34070,31750,36969,2021-12-30
South Canterbury,3007,2759,3428,2021-12-30
Southern,21375,20002,23646,2021-12-30
Overseas / Unknown,313,270,2653,2021-12-30
New Zealand,500204,460296,571052,2021-12-30
All DHBs to 90%,NA,NA,NA,2021-12-30
