DHB,Dose1,Dose2,Population,Date
Northland,38604,31153,50488,2021-11-25
Waitemata,35283,30567,41113,2021-11-25
Auckland,24537,21455,27792,2021-11-25
Counties Manukau,51727,43043,63493,2021-11-25
Waikato,56363,45785,69707,2021-11-25
Lakes,23268,18423,30085,2021-11-25
Bay of Plenty,35888,28254,47734,2021-11-25
Tairawhiti,15691,12637,19839,2021-11-25
Taranaki,12477,9963,15904,2021-11-25
Hawkes Bay,26601,20986,34059,2021-11-25
MidCentral,19904,15971,24225,2021-11-25
Whanganui,10174,8242,13512,2021-11-25
Capital and Coast,23422,20214,26967,2021-11-25
Hutt Valley,15755,13099,19123,2021-11-25
Wairarapa,5274,4047,6302,2021-11-25
Nelson Marlborough,8856,7221,11248,2021-11-25
West Coast,2203,1833,2765,2021-11-25
Canterbury,31462,25844,36969,2021-11-25
South Canterbury,2723,2244,3428,2021-11-25
Southern,19779,16689,23646,2021-11-25
Overseas / Unknown,292,229,2653,2021-11-25
New Zealand,460283,377899,571052,2021-11-25
All DHBs to 90%,NA,NA,NA,2021-11-25
