DHB,Dose1,Dose2,Population,Date
Northland,41938,37564,50488,2021-12-23
Waitemata,36850,34707,41113,2021-12-23
Auckland,25651,24093,27792,2021-12-23
Counties Manukau,55277,50646,63493,2021-12-23
Waikato,60867,54999,69707,2021-12-23
Lakes,25850,23002,30085,2021-12-23
Bay of Plenty,39886,35351,47734,2021-12-23
Tairawhiti,17272,15510,19839,2021-12-23
Taranaki,13719,12264,15904,2021-12-23
Hawkes Bay,29533,26231,34059,2021-12-23
MidCentral,21968,19704,24225,2021-12-23
Whanganui,11292,10112,13512,2021-12-23
Capital and Coast,24986,23460,26967,2021-12-23
Hutt Valley,17317,15840,19123,2021-12-23
Wairarapa,5683,5156,6302,2021-12-23
Nelson Marlborough,9852,8798,11248,2021-12-23
West Coast,2395,2181,2765,2021-12-23
Canterbury,33988,31254,36969,2021-12-23
South Canterbury,2998,2714,3428,2021-12-23
Southern,21310,19673,23646,2021-12-23
Overseas / Unknown,313,267,2653,2021-12-23
New Zealand,498945,453526,571052,2021-12-23
All DHBs to 90%,NA,NA,NA,2021-12-23
