DHB,Dose1,Dose2,Population,Date
Northland,42495,39228,50488,2022-01-14
Waitemata,37185,35619,41113,2022-01-14
Auckland,25910,24758,27792,2022-01-14
Counties Manukau,55947,52583,63493,2022-01-14
Waikato,61767,57645,69707,2022-01-14
Lakes,26254,24330,30085,2022-01-14
Bay of Plenty,40657,37539,47734,2022-01-14
Tairawhiti,17530,16268,19839,2022-01-14
Taranaki,13990,13058,15904,2022-01-14
Hawkes Bay,30059,27806,34059,2022-01-14
MidCentral,22266,20815,24225,2022-01-14
Whanganui,11477,10698,13512,2022-01-14
Capital and Coast,25316,24350,26967,2022-01-14
Hutt Valley,17521,16582,19123,2022-01-14
Wairarapa,5752,5408,6302,2022-01-14
Nelson Marlborough,10011,9386,11248,2022-01-14
West Coast,2434,2287,2765,2022-01-14
Canterbury,34445,32767,36969,2022-01-14
South Canterbury,3056,2853,3428,2022-01-14
Southern,21552,20541,23646,2022-01-14
Overseas / Unknown,317,280,2653,2022-01-14
New Zealand,505941,474801,571052,2022-01-14
All DHBs to 90%,NA,NA,NA,2022-01-14
