DHB,Dose1,Dose2,Population,Date
Northland,42735,39676,50488,2022-01-21
Waitemata,37336,35865,41113,2022-01-21
Auckland,25986,24945,27792,2022-01-21
Counties Manukau,56291,53136,63493,2022-01-21
Waikato,62164,58305,69707,2022-01-21
Lakes,26432,24616,30085,2022-01-21
Bay of Plenty,40922,38004,47734,2022-01-21
Tairawhiti,17629,16506,19839,2022-01-21
Taranaki,14090,13192,15904,2022-01-21
Hawkes Bay,30267,28153,34059,2022-01-21
MidCentral,22416,21094,24225,2022-01-21
Whanganui,11555,10843,13512,2022-01-21
Capital and Coast,25424,24515,26967,2022-01-21
Hutt Valley,17640,16760,19123,2022-01-21
Wairarapa,5782,5471,6302,2022-01-21
Nelson Marlborough,10053,9496,11248,2022-01-21
West Coast,2448,2314,2765,2022-01-21
Canterbury,34608,33103,36969,2022-01-21
South Canterbury,3075,2904,3428,2022-01-21
Southern,21668,20755,23646,2022-01-21
Overseas / Unknown,329,293,2653,2022-01-21
New Zealand,508850,479946,571052,2022-01-21
All DHBs to 90%,NA,NA,NA,2022-01-21
