DHB,Dose1,Dose2,Population,Date
Northland,35744,26907,50488,2021-11-09
Waitemata,33810,27732,41113,2021-11-09
Auckland,23651,19702,27792,2021-11-09
Counties Manukau,48712,37830,63493,2021-11-09
Waikato,52897,39986,69707,2021-11-09
Lakes,20761,15702,30085,2021-11-09
Bay of Plenty,32034,24203,47734,2021-11-09
Tairawhiti,14329,11004,19839,2021-11-09
Taranaki,11428,8358,15904,2021-11-09
Hawkes Bay,24287,18402,34059,2021-11-09
MidCentral,18102,13803,24225,2021-11-09
Whanganui,9233,7248,13512,2021-11-09
Capital and Coast,22109,18176,26967,2021-11-09
Hutt Valley,14520,11551,19123,2021-11-09
Wairarapa,4642,3452,6302,2021-11-09
Nelson Marlborough,8220,6463,11248,2021-11-09
West Coast,2092,1613,2765,2021-11-09
Canterbury,29790,22432,36969,2021-11-09
South Canterbury,2569,2007,3428,2021-11-09
Southern,18734,14943,23646,2021-11-09
Overseas / Unknown,192,146,2653,2021-11-09
New Zealand,427856,331660,571052,2021-11-09
All DHBs to 90%,NA,NA,NA,2021-11-09
