DHB,Dose1,Dose2,Population,Date
Northland,32112,21818,50488,2021-10-21
Waitemata,31422,22610,41113,2021-10-21
Auckland,22019,16421,27792,2021-10-21
Counties Manukau,43760,29872,63493,2021-10-21
Waikato,47580,31929,69707,2021-10-21
Lakes,18559,12601,30085,2021-10-21
Bay of Plenty,29047,18944,47734,2021-10-21
Tairawhiti,12681,9221,19839,2021-10-21
Taranaki,10181,6408,15904,2021-10-21
Hawkes Bay,21767,15326,34059,2021-10-21
MidCentral,16377,11480,24225,2021-10-21
Whanganui,8418,6136,13512,2021-10-21
Capital and Coast,20860,15337,26967,2021-10-21
Hutt Valley,13352,9326,19123,2021-10-21
Wairarapa,4129,2843,6302,2021-10-21
Nelson Marlborough,7465,5578,11248,2021-10-21
West Coast,1888,1328,2765,2021-10-21
Canterbury,26269,17325,36969,2021-10-21
South Canterbury,2277,1647,3428,2021-10-21
Southern,16954,12717,23646,2021-10-21
Overseas / Unknown,173,122,2653,2021-10-21
Total,387290,268989,571052,2021-10-21
