DHB,Dose1,Dose2,Population,Date
Northland,41088,35329,50488,2021-12-11
Waitemata,36483,33433,41113,2021-12-11
Auckland,25344,23291,27792,2021-12-11
Counties Manukau,54356,48090,63493,2021-12-11
Waikato,59785,51832,69707,2021-12-11
Lakes,25373,21402,30085,2021-12-11
Bay of Plenty,39180,32622,47734,2021-12-11
Tairawhiti,16895,14446,19839,2021-12-11
Taranaki,13369,11502,15904,2021-12-11
Hawkes Bay,28918,24278,34059,2021-12-11
MidCentral,21555,18301,24225,2021-12-11
Whanganui,11086,9451,13512,2021-12-11
Capital and Coast,24762,22358,26967,2021-12-11
Hutt Valley,16991,14783,19123,2021-12-11
Wairarapa,5612,4822,6302,2021-12-11
Nelson Marlborough,9659,8232,11248,2021-12-11
West Coast,2352,2074,2765,2021-12-11
Canterbury,33488,29665,36969,2021-12-11
South Canterbury,2934,2551,3428,2021-12-11
Southern,20974,18661,23646,2021-12-11
Overseas / Unknown,309,254,2653,2021-12-11
New Zealand,490513,427377,571052,2021-12-11
All DHBs to 90%,NA,NA,NA,2021-12-11
