DHB,Dose1,Dose2,Population,Date
Northland,33073,22606,50488,2021-10-26
Waitemata,32218,24031,41113,2021-10-26
Auckland,22520,17261,27792,2021-10-26
Counties Manukau,45164,31760,63493,2021-10-26
Waikato,49008,33221,69707,2021-10-26
Lakes,19008,13126,30085,2021-10-26
Bay of Plenty,29811,20108,47734,2021-10-26
Tairawhiti,12991,9440,19839,2021-10-26
Taranaki,10510,6761,15904,2021-10-26
Hawkes Bay,22109,15627,34059,2021-10-26
MidCentral,16774,11960,24225,2021-10-26
Whanganui,8577,6316,13512,2021-10-26
Capital and Coast,21195,16020,26967,2021-10-26
Hutt Valley,13617,9771,19123,2021-10-26
Wairarapa,4294,3000,6302,2021-10-26
Nelson Marlborough,7691,5799,11248,2021-10-26
West Coast,1921,1370,2765,2021-10-26
Canterbury,27021,18415,36969,2021-10-26
South Canterbury,2332,1718,3428,2021-10-26
Southern,17288,13168,23646,2021-10-26
Overseas / Unknown,182,131,2653,2021-10-26
Total,397304,281609,571052,2021-10-26
